"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1758170225864769584","Thu Feb 15 16:43:41 +0000 2024","48818"," Dirty Vote benar-benar nyata https://t.co/AJ5NWflow2","1758170225864769584","https://pbs.twimg.com/media/GGZGfFpWYAAsyJM.jpg","","in","Jakarta Capital Region","1090","944","11037","https://x.com/DrEvaChaniago/status/1758170225864769584","1355632532","DrEvaChaniago"
"1845469869522985321","Sun Oct 13 14:21:18 +0000 2024","1398","Diskusi akhir pekan bersama Presiden terpilih Pak @prabowo https://t.co/LVM4PvvJvr","1845469869522985321","https://pbs.twimg.com/media/GZxtDcaa4AAgDgz.jpg","","in","Jakarta","129","404","170","https://x.com/jokowi/status/1845469869522985321","366987179","jokowi"
"1845490775930589553","Sun Oct 13 15:44:23 +0000 2024","16","Hari ini Presiden terpilih RI Prabowo Subianto bersilahturahmi ke kediaman Presiden Joko Widodo di Solo beliau bertukar pikiran menikmati santap siang penuh keakraban. Bahas apa yaaa? @jokowi @prabowo @gibran_tweet https://t.co/6t4Ukmmhlg","1845490775930589553","https://pbs.twimg.com/media/GZyAFHxbwAAiA1u.jpg","","in","Kebumen, Indonesia","0","3","6","https://x.com/bengkeldodo/status/1845490775930589553","576755999","bengkeldodo"
"1845146264511578604","Sat Oct 12 16:55:25 +0000 2024","1167","Coach Justin Erick Thohir aja cuma ngejadiin tragedi Kanjuruhan sebagai baliho doang tanpa ada tindakan untuk keadilan. Dan tau apa? Idola coach (Mulyono) gak ada kemauan untuk memberantas tragedi ini. Para pelaku sekarang lagi hidup bahagia di atas penderitaan 754 korban. https://t.co/8UIX3AUwh4","1845146264511578604","https://pbs.twimg.com/ext_tw_video_thumb/1845145960915271686/pu/img/cntvhnNuCLU3BgW8.jpg","","in","","4","22","336","https://x.com/MardaniJgMw/status/1845146264511578604","1815395503401836544","MardaniJgMw"
"1843880649314492637","Wed Oct 09 05:06:19 +0000 2024","131","Tenang pak Jokowi ... Tenang .... Saya akan selalu berada di dekat mu #prabowo https://t.co/TYDqHID2Qm","1843880649314492637","https://pbs.twimg.com/media/GZbHrZbbMAAfbrz.jpg","","in","Kebumen, Indonesia","1","40","20","https://x.com/bengkeldodo/status/1843880649314492637","576755999","bengkeldodo"
"1758421800286072885","Fri Feb 16 09:23:21 +0000 2024","37622","saat lihat @prabowo https://t.co/ViHW0ZCeMJ","1758421800286072885","https://pbs.twimg.com/media/GGcrTboboAALBx9.jpg","","in","Dongo, Lombardia","1454","840","7059","https://x.com/_devalo/status/1758421800286072885","74095785","_devalo"
"1759140488203100324","Sun Feb 18 08:59:10 +0000 2024","24893","Terima kasih Duta Besar Republik Rakyat Tiongkok H.E. @Amb_LuKang atas ucapan selamat dan kunjungannya ke Rumah Kertanegara Jakarta. Bersama saya ada Bobby Kertanegara juga yang ikut mendampingi menerima kunjungan Duta Besar. https://t.co/Vqm4QDxMua","1759140488203100324","https://pbs.twimg.com/media/GGm48QabUAA_WCG.jpg","","in","Indonesia","393","1112","1948","https://x.com/prabowo/status/1759140488203100324","40580714","prabowo"
"1805214527547686947","Mon Jun 24 12:20:57 +0000 2024","14834","RESMI: Pemerintah dan tim Prabowo sepakat bujet makan gratis untuk tahun 2025 sebesar Rp71 triliun. Wdyt? https://t.co/RVujA0Y9sz","1805214527547686947","https://pbs.twimg.com/media/GQ1pCujaoAARbP-.jpg","","in","Kutub Selatan","2629","1807","1419","https://x.com/timpenguinnas/status/1805214527547686947","1457753196269473793","timpenguinnas"
"1783151026264309951","Wed Apr 24 15:08:28 +0000 2024","11583","Alhamdulillah hari ini Prabowo-Gibran telah resmi ditetapkan oleh KPU sebagai Presiden dan Wakil Presiden terpilih periode 2024-2029. Terima kasih kepada seluruh rakyat Indonesia penyelenggara pemilu tokoh agama prajurit TNI dan Polri relawan serta rekan-rekan pers yang https://t.co/qbGaONNi67","1783151026264309951","https://pbs.twimg.com/media/GL8GZ1MaQAAHM5z.jpg","","in","Indonesia","188","935","1751","https://x.com/prabowo/status/1783151026264309951","40580714","prabowo"
"1757570743901327802","Wed Feb 14 01:01:34 +0000 2024","34685","bismillah ya Allah prabowo kalah nyapres 3 kali https://t.co/rPqPBo4yfG","1757570743901327802","https://pbs.twimg.com/media/GGQlQ6rbMAAcD6c.jpg","","in","kwangya","360","362","9977","https://x.com/bitxt/status/1757570743901327802","786517290858614784","bitxt"
