id_str,full_text,hurufKecil_fullText,cleaning,tokenizing,stopword,stemming,cleaning_stemmed
1844325638536298664,Prabowo Akan Bangun 15 Juta Rumah dalam 5 Tahun Bisa Tercapai? https://t.co/wJSpPY8QJG,prabowo akan bangun 15 juta rumah dalam 5 tahun bisa tercapai? https://t.co/wjsppy8qjg,prabowo akan bangun  juta rumah dalam  tahun bisa tercapai,"['prabowo', 'akan', 'bangun', 'juta', 'rumah', 'dalam', 'tahun', 'bisa', 'tercapai']","['prabowo', 'bangun', 'juta', 'rumah', 'tahun', 'tercapai']","['prabowo', 'bangun', 'juta', 'rumah', 'tahun', 'capai']",prabowo bangun juta rumah tahun capai
1843584443841425681,Jangan cuma hakim pak Prabowo Guru juga wajib diperhatikan karena Guru jadi kunci utama kemajuan bangsa ke depannya terutama tolong perhatikan nasib guru honorer. https://t.co/fWZ7gpBrpP,jangan cuma hakim pak prabowo guru juga wajib diperhatikan karena guru jadi kunci utama kemajuan bangsa ke depannya terutama tolong perhatikan nasib guru honorer. https://t.co/fwz7gpbrpp,jangan cuma hakim pak prabowo guru juga wajib diperhatikan karena guru jadi kunci utama kemajuan bangsa ke depannya terutama tolong perhatikan nasib guru honorer,"['jangan', 'cuma', 'hakim', 'pak', 'prabowo', 'guru', 'juga', 'wajib', 'diperhatikan', 'karena', 'guru', 'jadi', 'kunci', 'utama', 'kemajuan', 'bangsa', 'ke', 'depannya', 'terutama', 'tolong', 'perhatikan', 'nasib', 'guru', 'honorer']","['jangan', 'cuma', 'hakim', 'pak', 'prabowo', 'guru', 'wajib', 'diperhatikan', 'guru', 'jadi', 'kunci', 'utama', 'kemajuan', 'bangsa', 'depannya', 'terutama', 'perhatikan', 'nasib', 'guru', 'honorer']","['jangan', 'cuma', 'hakim', 'pak', 'prabowo', 'guru', 'wajib', 'perhati', 'guru', 'jadi', 'kunci', 'utama', 'maju', 'bangsa', 'depan', 'utama', 'perhati', 'nasib', 'guru', 'honorer']",jangan cuma hakim pak prabowo guru wajib perhati guru jadi kunci utama maju bangsa depan utama perhati nasib guru honorer
1843110234325471445,Sikap Presiden Jokowi &amp; Presiden Terpilih Prabowo terhadap Jend. TNI (Purn) Try Sutrisno Wapres 1993-1998 P R A B O W O J O K O W I https://t.co/xPmSKIAeHp,sikap presiden jokowi &amp; presiden terpilih prabowo terhadap jend. tni (purn) try sutrisno wapres 1993-1998 p r a b o w o j o k o w i https://t.co/xpmskiaehp,sikap presiden jokowi amp presiden terpilih prabowo terhadap jend tni purn try sutrisno wapres  p r a b o w o j o k o w i,"['sikap', 'presiden', 'jokowi', 'amp', 'presiden', 'terpilih', 'prabowo', 'terhadap', 'jend', 'tni', 'purn', 'try', 'sutrisno', 'wapres', 'p', 'r', 'a', 'b', 'o', 'w', 'o', 'j', 'o', 'k', 'o', 'w', 'i']","['sikap', 'presiden', 'jokowi', 'amp', 'presiden', 'terpilih', 'prabowo', 'jend', 'tni', 'purn', 'try', 'sutrisno', 'wapres', 'p', 'r', 'a', 'b', 'o', 'w', 'o', 'j', 'o', 'k', 'o', 'w', 'i']","['sikap', 'presiden', 'jokowi', 'amp', 'presiden', 'pilih', 'prabowo', 'jend', 'tni', 'purn', 'try', 'sutrisno', 'wapres', 'p', 'r', 'a', 'b', 'o', 'w', 'o', 'j', 'o', 'k', 'o', 'w', 'i']",sikap presiden jokowi amp presiden pilih prabowo jend tni purn try sutrisno wapres p r a b o w o j o k o w i
1843689224618606619,Prabowo-Jokowi makan malem dan ngobrol 2 jam. Topik Obrolannya pasti seru sampai 2 jam ngobrolnya sambil ketawa-tawa. https://t.co/DVbGjEhUPa,prabowo-jokowi makan malem dan ngobrol 2 jam. topik obrolannya pasti seru sampai 2 jam ngobrolnya sambil ketawa-tawa. https://t.co/dvbgjehupa,prabowojokowi makan malem dan ngobrol  jam topik obrolannya pasti seru sampai  jam ngobrolnya sambil ketawatawa,"['prabowojokowi', 'makan', 'malem', 'dan', 'ngobrol', 'jam', 'topik', 'obrolannya', 'pasti', 'seru', 'sampai', 'jam', 'ngobrolnya', 'sambil', 'ketawatawa']","['prabowojokowi', 'makan', 'malem', 'ngobrol', 'jam', 'topik', 'obrolannya', 'seru', 'jam', 'ngobrolnya', 'ketawatawa']","['prabowojokowi', 'makan', 'malem', 'ngobrol', 'jam', 'topik', 'obrol', 'seru', 'jam', 'ngobrolnya', 'ketawatawa']",prabowojokowi makan malem ngobrol jam topik obrol seru jam ngobrolnya ketawatawa
1844686910532546584,Petinggi PKS Tiba di Kertanegara Disambut Prabowo https://t.co/LQo4W3VokB,petinggi pks tiba di kertanegara disambut prabowo https://t.co/lqo4w3vokb,petinggi pks tiba di kertanegara disambut prabowo,"['petinggi', 'pks', 'tiba', 'di', 'kertanegara', 'disambut', 'prabowo']","['petinggi', 'pks', 'tiba', 'kertanegara', 'disambut', 'prabowo']","['petinggi', 'pks', 'tiba', 'kertanegara', 'sambut', 'prabowo']",petinggi pks tiba kertanegara sambut prabowo
1842956833377661150, Saksikan momen bersejarah! Kami mengundang Anda untuk menghadiri Syukuran Pelantikan Prabowo-Gibran sebagai Presiden dan Wakil Presiden Republik Indonesia periode 2024-2029! Lokasi: Jl. Sudirman - Thamrin Hari: Minggu 20 Oktober 2024 ⏰ Waktu: 10.00 WIB - selesai https://t.co/zIcpfkzlRS, saksikan momen bersejarah! kami mengundang anda untuk menghadiri syukuran pelantikan prabowo-gibran sebagai presiden dan wakil presiden republik indonesia periode 2024-2029! lokasi: jl. sudirman - thamrin hari: minggu 20 oktober 2024 ⏰ waktu: 10.00 wib - selesai https://t.co/zicpfkzlrs,saksikan momen bersejarah kami mengundang anda untuk menghadiri syukuran pelantikan prabowogibran sebagai presiden dan wakil presiden republik indonesia periode  lokasi jl sudirman  thamrin hari minggu  oktober   waktu  wib  selesai,"['saksikan', 'momen', 'bersejarah', 'kami', 'mengundang', 'anda', 'untuk', 'menghadiri', 'syukuran', 'pelantikan', 'prabowogibran', 'sebagai', 'presiden', 'dan', 'wakil', 'presiden', 'republik', 'indonesia', 'periode', 'lokasi', 'jl', 'sudirman', 'thamrin', 'hari', 'minggu', 'oktober', 'waktu', 'wib', 'selesai']","['saksikan', 'momen', 'bersejarah', 'mengundang', 'menghadiri', 'syukuran', 'pelantikan', 'prabowogibran', 'presiden', 'wakil', 'presiden', 'republik', 'indonesia', 'periode', 'lokasi', 'jl', 'sudirman', 'thamrin', 'hari', 'minggu', 'oktober', 'waktu', 'wib', 'selesai']","['saksi', 'momen', 'sejarah', 'undang', 'hadir', 'syukur', 'lantik', 'prabowogibran', 'presiden', 'wakil', 'presiden', 'republik', 'indonesia', 'periode', 'lokasi', 'jl', 'sudirman', 'thamrin', 'hari', 'minggu', 'oktober', 'waktu', 'wib', 'selesai']",saksi momen sejarah undang hadir syukur lantik prabowogibran presiden wakil presiden republik indonesia periode lokasi jl sudirman thamrin hari minggu oktober waktu wib selesai
1842417517886857710,Yang kenal Bu Megawati pasti percaya kalau PDI Perjuangan tidak akan berkoalisi dengan pemerintahan Prabowo.. Sebagai teman baik Bu Megawati akan menjadi oposisi yang kuat untuk mengontrol pemerintahan Prabowo.. https://t.co/kXWlfIu7UU,yang kenal bu megawati pasti percaya kalau pdi perjuangan tidak akan berkoalisi dengan pemerintahan prabowo.. sebagai teman baik bu megawati akan menjadi oposisi yang kuat untuk mengontrol pemerintahan prabowo.. https://t.co/kxwlfiu7uu,yang kenal bu megawati pasti percaya kalau pdi perjuangan tidak akan berkoalisi dengan pemerintahan prabowo sebagai teman baik bu megawati akan menjadi oposisi yang kuat untuk mengontrol pemerintahan prabowo,"['yang', 'kenal', 'bu', 'megawati', 'pasti', 'percaya', 'kalau', 'pdi', 'perjuangan', 'tidak', 'akan', 'berkoalisi', 'dengan', 'pemerintahan', 'prabowo', 'sebagai', 'teman', 'baik', 'bu', 'megawati', 'akan', 'menjadi', 'oposisi', 'yang', 'kuat', 'untuk', 'mengontrol', 'pemerintahan', 'prabowo']","['kenal', 'bu', 'megawati', 'percaya', 'kalau', 'pdi', 'perjuangan', 'berkoalisi', 'pemerintahan', 'prabowo', 'teman', 'baik', 'bu', 'megawati', 'menjadi', 'oposisi', 'kuat', 'mengontrol', 'pemerintahan', 'prabowo']","['kenal', 'bu', 'megawati', 'percaya', 'kalau', 'pdi', 'juang', 'koalisi', 'perintah', 'prabowo', 'teman', 'baik', 'bu', 'megawati', 'jadi', 'oposisi', 'kuat', 'kontrol', 'perintah', 'prabowo']",kenal bu megawati percaya kalau pdi juang koalisi perintah prabowo teman baik bu megawati jadi oposisi kuat kontrol perintah prabowo
1845285441836286117,Jimly Tak Ingin Lagi Ada Pembubaran Diskusi Jelang Pelantikan Prabowo https://t.co/Ob7bv1b68u,jimly tak ingin lagi ada pembubaran diskusi jelang pelantikan prabowo https://t.co/ob7bv1b68u,jimly tak ingin lagi ada pembubaran diskusi jelang pelantikan prabowo,"['jimly', 'tak', 'ingin', 'lagi', 'ada', 'pembubaran', 'diskusi', 'jelang', 'pelantikan', 'prabowo']","['jimly', 'tak', 'pembubaran', 'diskusi', 'jelang', 'pelantikan', 'prabowo']","['jimly', 'tak', 'bubar', 'diskusi', 'jelang', 'lantik', 'prabowo']",jimly tak bubar diskusi jelang lantik prabowo
1844181822852431982,Prabowo Subianto Mengaku Dibantu Jokowi dan Timnya Dalam Menyusun Kabinet https://t.co/ziF8ASys7r,prabowo subianto mengaku dibantu jokowi dan timnya dalam menyusun kabinet https://t.co/zif8asys7r,prabowo subianto mengaku dibantu jokowi dan timnya dalam menyusun kabinet,"['prabowo', 'subianto', 'mengaku', 'dibantu', 'jokowi', 'dan', 'timnya', 'dalam', 'menyusun', 'kabinet']","['prabowo', 'subianto', 'mengaku', 'dibantu', 'jokowi', 'timnya', 'menyusun', 'kabinet']","['prabowo', 'subianto', 'aku', 'bantu', 'jokowi', 'tim', 'susun', 'kabinet']",prabowo subianto aku bantu jokowi tim susun kabinet
1844742816045666772,[FULL] Prabowo: Masih Banyak Anak-anak yang Lapar Berangkat Sekolah Tidak Sarapan https://t.co/v2Yrm79A3x,[full] prabowo: masih banyak anak-anak yang lapar berangkat sekolah tidak sarapan https://t.co/v2yrm79a3x,full prabowo masih banyak anakanak yang lapar berangkat sekolah tidak sarapan,"['full', 'prabowo', 'masih', 'banyak', 'anakanak', 'yang', 'lapar', 'berangkat', 'sekolah', 'tidak', 'sarapan']","['full', 'prabowo', 'banyak', 'anakanak', 'lapar', 'berangkat', 'sekolah', 'sarapan']","['full', 'prabowo', 'banyak', 'anakanak', 'lapar', 'berangkat', 'sekolah', 'sarap']",full prabowo banyak anakanak lapar berangkat sekolah sarap
1845402366302134502,Prabowo Disebut Akan Lebih Sering Diskusi Dengan SBY Ketimbang Gibran: Pengetahuannya Hanya Sebatas Solo https://t.co/8lyRG2wkd2,prabowo disebut akan lebih sering diskusi dengan sby ketimbang gibran: pengetahuannya hanya sebatas solo https://t.co/8lyrg2wkd2,prabowo disebut akan lebih sering diskusi dengan sby ketimbang gibran pengetahuannya hanya sebatas solo,"['prabowo', 'disebut', 'akan', 'lebih', 'sering', 'diskusi', 'dengan', 'sby', 'ketimbang', 'gibran', 'pengetahuannya', 'hanya', 'sebatas', 'solo']","['prabowo', 'disebut', 'lebih', 'sering', 'diskusi', 'sby', 'ketimbang', 'gibran', 'pengetahuannya', 'sebatas', 'solo']","['prabowo', 'sebut', 'lebih', 'sering', 'diskusi', 'sby', 'ketimbang', 'gibran', 'tahu', 'batas', 'solo']",prabowo sebut lebih sering diskusi sby ketimbang gibran tahu batas solo
1843536021453189443,Gerindra memastikan surat keputusan presiden (keppres) soal pemindahan Ibu Kota Nusantara (IKN) akan diteken Presiden terpilih periode 2024-2025 Prabowo Subianto. Hal ini juga telah dipastikan Presiden Joko Widodo (Jokowi). Oh iya itu kan memang begitu (diteken Prabowo) kata https://t.co/WKg7NLQNkO,gerindra memastikan surat keputusan presiden (keppres) soal pemindahan ibu kota nusantara (ikn) akan diteken presiden terpilih periode 2024-2025 prabowo subianto. hal ini juga telah dipastikan presiden joko widodo (jokowi). oh iya itu kan memang begitu (diteken prabowo) kata https://t.co/wkg7nlqnko,gerindra memastikan surat keputusan presiden keppres soal pemindahan ibu kota nusantara ikn akan diteken presiden terpilih periode  prabowo subianto hal ini juga telah dipastikan presiden joko widodo jokowi oh iya itu kan memang begitu diteken prabowo kata,"['gerindra', 'memastikan', 'surat', 'keputusan', 'presiden', 'keppres', 'soal', 'pemindahan', 'ibu', 'kota', 'nusantara', 'ikn', 'akan', 'diteken', 'presiden', 'terpilih', 'periode', 'prabowo', 'subianto', 'hal', 'ini', 'juga', 'telah', 'dipastikan', 'presiden', 'joko', 'widodo', 'jokowi', 'oh', 'iya', 'itu', 'kan', 'memang', 'begitu', 'diteken', 'prabowo', 'kata']","['gerindra', 'memastikan', 'surat', 'keputusan', 'presiden', 'keppres', 'soal', 'pemindahan', 'ibu', 'kota', 'nusantara', 'ikn', 'diteken', 'presiden', 'terpilih', 'periode', 'prabowo', 'subianto', 'dipastikan', 'presiden', 'joko', 'widodo', 'jokowi', 'iya', 'kan', 'memang', 'diteken', 'prabowo', 'kata']","['gerindra', 'pasti', 'surat', 'putus', 'presiden', 'keppres', 'soal', 'pindah', 'ibu', 'kota', 'nusantara', 'ikn', 'teken', 'presiden', 'pilih', 'periode', 'prabowo', 'subianto', 'pasti', 'presiden', 'joko', 'widodo', 'jokowi', 'iya', 'kan', 'memang', 'teken', 'prabowo', 'kata']",gerindra pasti surat putus presiden keppres soal pindah ibu kota nusantara ikn teken presiden pilih periode prabowo subianto pasti presiden joko widodo jokowi iya kan memang teken prabowo kata
1843568718904995921,Gus Yaqut mendapat dukungan dari 18 ormas termasuk Generasi Muda Khonghucu (Gemaku) untuk menjadi menteri pada pemerintahan Prabowo. https://t.co/B4b0fPbXdP,gus yaqut mendapat dukungan dari 18 ormas termasuk generasi muda khonghucu (gemaku) untuk menjadi menteri pada pemerintahan prabowo. https://t.co/b4b0fpbxdp,gus yaqut mendapat dukungan dari  ormas termasuk generasi muda khonghucu gemaku untuk menjadi menteri pada pemerintahan prabowo,"['gus', 'yaqut', 'mendapat', 'dukungan', 'dari', 'ormas', 'termasuk', 'generasi', 'muda', 'khonghucu', 'gemaku', 'untuk', 'menjadi', 'menteri', 'pada', 'pemerintahan', 'prabowo']","['gus', 'yaqut', 'mendapat', 'dukungan', 'ormas', 'termasuk', 'generasi', 'muda', 'khonghucu', 'gemaku', 'menjadi', 'menteri', 'pemerintahan', 'prabowo']","['gus', 'yaqut', 'dapat', 'dukung', 'ormas', 'masuk', 'generasi', 'muda', 'khonghucu', 'gema', 'jadi', 'menteri', 'perintah', 'prabowo']",gus yaqut dapat dukung ormas masuk generasi muda khonghucu gema jadi menteri perintah prabowo
1844399126420783259,Gus Imin @cakimiNOW : Seluruh legislator PKB pusat sampai daerah optimis dan siap mensukseskan target pertumbuhan ekonomi hingga 8 % yg dicanangkan oleh Presiden terpilih Pak @prabowo https://t.co/59BiwFXC75,gus imin @cakiminow : seluruh legislator pkb pusat sampai daerah optimis dan siap mensukseskan target pertumbuhan ekonomi hingga 8 % yg dicanangkan oleh presiden terpilih pak @prabowo https://t.co/59biwfxc75,gus imin   seluruh legislator pkb pusat sampai daerah optimis dan siap mensukseskan target pertumbuhan ekonomi hingga   yg dicanangkan oleh presiden terpilih pak,"['gus', 'imin', 'seluruh', 'legislator', 'pkb', 'pusat', 'sampai', 'daerah', 'optimis', 'dan', 'siap', 'mensukseskan', 'target', 'pertumbuhan', 'ekonomi', 'hingga', 'yg', 'dicanangkan', 'oleh', 'presiden', 'terpilih', 'pak']","['gus', 'imin', 'seluruh', 'legislator', 'pkb', 'pusat', 'daerah', 'optimis', 'siap', 'mensukseskan', 'target', 'pertumbuhan', 'ekonomi', 'hingga', 'yg', 'dicanangkan', 'presiden', 'terpilih', 'pak']","['gus', 'imin', 'seluruh', 'legislator', 'pkb', 'pusat', 'daerah', 'optimis', 'siap', 'sukses', 'target', 'tumbuh', 'ekonomi', 'hingga', 'yg', 'canang', 'presiden', 'pilih', 'pak']",gus imin seluruh legislator pkb pusat daerah optimis siap sukses target tumbuh ekonomi hingga yg canang presiden pilih pak
1844233988640211174,Dengar-dengar info Sarimin ini gak kebagian kursi Menteri ya? Ya wajar sih saya juga bisa memahami alasan Pak Prabowo. Secara si Sarimin ini kan orangnya memang gak punya pendirian banget. Khilaf-khilaf Sarimin ini bisa jadi musuh dalam sarung. https://t.co/Hv3ASZKu62,dengar-dengar info sarimin ini gak kebagian kursi menteri ya? ya wajar sih saya juga bisa memahami alasan pak prabowo. secara si sarimin ini kan orangnya memang gak punya pendirian banget. khilaf-khilaf sarimin ini bisa jadi musuh dalam sarung. https://t.co/hv3aszku62,dengardengar info sarimin ini gak kebagian kursi menteri ya ya wajar sih saya juga bisa memahami alasan pak prabowo secara si sarimin ini kan orangnya memang gak punya pendirian banget khilafkhilaf sarimin ini bisa jadi musuh dalam sarung,"['dengardengar', 'info', 'sarimin', 'ini', 'gak', 'kebagian', 'kursi', 'menteri', 'ya', 'ya', 'wajar', 'sih', 'saya', 'juga', 'bisa', 'memahami', 'alasan', 'pak', 'prabowo', 'secara', 'si', 'sarimin', 'ini', 'kan', 'orangnya', 'memang', 'gak', 'punya', 'pendirian', 'banget', 'khilafkhilaf', 'sarimin', 'ini', 'bisa', 'jadi', 'musuh', 'dalam', 'sarung']","['dengardengar', 'info', 'sarimin', 'gak', 'kebagian', 'kursi', 'menteri', 'wajar', 'sih', 'memahami', 'alasan', 'pak', 'prabowo', 'si', 'sarimin', 'kan', 'orangnya', 'memang', 'gak', 'punya', 'pendirian', 'banget', 'khilafkhilaf', 'sarimin', 'jadi', 'musuh', 'sarung']","['dengardengar', 'info', 'sarimin', 'gak', 'bagi', 'kursi', 'menteri', 'wajar', 'sih', 'paham', 'alas', 'pak', 'prabowo', 'si', 'sarimin', 'kan', 'orang', 'memang', 'gak', 'punya', 'diri', 'banget', 'khilafkhilaf', 'sarimin', 'jadi', 'musuh', 'sarung']",dengardengar info sarimin gak bagi kursi menteri wajar sih paham alas pak prabowo si sarimin kan orang memang gak punya diri banget khilafkhilaf sarimin jadi musuh sarung
1845012250710639035,Cak Imin Ngaku Belum Diajak Prabowo Bertemu Bahas Jatah Menteri PKB di Kabinet https://t.co/o0kPsczkfK nih ye.. https://t.co/hI4clwj3ko,cak imin ngaku belum diajak prabowo bertemu bahas jatah menteri pkb di kabinet https://t.co/o0kpsczkfk nih ye.. https://t.co/hi4clwj3ko,cak imin ngaku belum diajak prabowo bertemu bahas jatah menteri pkb di kabinet  nih ye,"['cak', 'imin', 'ngaku', 'belum', 'diajak', 'prabowo', 'bertemu', 'bahas', 'jatah', 'menteri', 'pkb', 'di', 'kabinet', 'nih', 'ye']","['cak', 'imin', 'ngaku', 'diajak', 'prabowo', 'bertemu', 'bahas', 'jatah', 'menteri', 'pkb', 'kabinet', 'nih', 'ye']","['cak', 'imin', 'ngaku', 'ajak', 'prabowo', 'temu', 'bahas', 'jatah', 'menteri', 'pkb', 'kabinet', 'nih', 'ye']",cak imin ngaku ajak prabowo temu bahas jatah menteri pkb kabinet nih ye
1844311369862324704,Habib Umar Alhamid: Gibran Duri dalam Daging di Pemerintahan Prabowo https://t.co/jmAeeD1EVe,habib umar alhamid: gibran duri dalam daging di pemerintahan prabowo https://t.co/jmaeed1eve,habib umar alhamid gibran duri dalam daging di pemerintahan prabowo,"['habib', 'umar', 'alhamid', 'gibran', 'duri', 'dalam', 'daging', 'di', 'pemerintahan', 'prabowo']","['habib', 'umar', 'alhamid', 'gibran', 'duri', 'daging', 'pemerintahan', 'prabowo']","['habib', 'umar', 'alhamid', 'gibran', 'duri', 'daging', 'perintah', 'prabowo']",habib umar alhamid gibran duri daging perintah prabowo
1844314919426228468,Prabowo Subianto: Koalisi Gemuk Agar Pemerintahan Kuat... Negara kita Besar bung! https://t.co/fls0z0ufwZ,prabowo subianto: koalisi gemuk agar pemerintahan kuat... negara kita besar bung! https://t.co/fls0z0ufwz,prabowo subianto koalisi gemuk agar pemerintahan kuat negara kita besar bung,"['prabowo', 'subianto', 'koalisi', 'gemuk', 'agar', 'pemerintahan', 'kuat', 'negara', 'kita', 'besar', 'bung']","['prabowo', 'subianto', 'koalisi', 'gemuk', 'pemerintahan', 'kuat', 'negara', 'besar', 'bung']","['prabowo', 'subianto', 'koalisi', 'gemuk', 'perintah', 'kuat', 'negara', 'besar', 'bung']",prabowo subianto koalisi gemuk perintah kuat negara besar bung
1843318394738901310,Prabowo Didorong Libatkan KPK jika Bikin Zaken Kabinet https://t.co/CZhKnpMjAT,prabowo didorong libatkan kpk jika bikin zaken kabinet https://t.co/czhknpmjat,prabowo didorong libatkan kpk jika bikin zaken kabinet,"['prabowo', 'didorong', 'libatkan', 'kpk', 'jika', 'bikin', 'zaken', 'kabinet']","['prabowo', 'didorong', 'libatkan', 'kpk', 'bikin', 'zaken', 'kabinet']","['prabowo', 'dorong', 'libat', 'kpk', 'bikin', 'zaken', 'kabinet']",prabowo dorong libat kpk bikin zaken kabinet
1844241096387461248,Prabowo Jawab Kritik soal Buat Kabinet Gemuk: Negara Kita Besar Bung! https://t.co/kwjVvJeCtM,prabowo jawab kritik soal buat kabinet gemuk: negara kita besar bung! https://t.co/kwjvvjectm,prabowo jawab kritik soal buat kabinet gemuk negara kita besar bung,"['prabowo', 'jawab', 'kritik', 'soal', 'buat', 'kabinet', 'gemuk', 'negara', 'kita', 'besar', 'bung']","['prabowo', 'jawab', 'kritik', 'soal', 'buat', 'kabinet', 'gemuk', 'negara', 'besar', 'bung']","['prabowo', 'jawab', 'kritik', 'soal', 'buat', 'kabinet', 'gemuk', 'negara', 'besar', 'bung']",prabowo jawab kritik soal buat kabinet gemuk negara besar bung
1845430215855702185,Juru bicara Anies Baswedan Sahrin Hamid menanggapi soal apakah mantan Gubernur Jakarta itu akan hadir pelantikan Presiden Terpilih Prabowo Subianto. Pada Pilpres 2024 lalu Anies Baswedan menjadi salah satu rival Prabowo Subianto. Meski demikian menurut Sahrin jika diundang https://t.co/7u8OBi11Wm,juru bicara anies baswedan sahrin hamid menanggapi soal apakah mantan gubernur jakarta itu akan hadir pelantikan presiden terpilih prabowo subianto. pada pilpres 2024 lalu anies baswedan menjadi salah satu rival prabowo subianto. meski demikian menurut sahrin jika diundang https://t.co/7u8obi11wm,juru bicara anies baswedan sahrin hamid menanggapi soal apakah mantan gubernur jakarta itu akan hadir pelantikan presiden terpilih prabowo subianto pada pilpres  lalu anies baswedan menjadi salah satu rival prabowo subianto meski demikian menurut sahrin jika diundang,"['juru', 'bicara', 'anies', 'baswedan', 'sahrin', 'hamid', 'menanggapi', 'soal', 'apakah', 'mantan', 'gubernur', 'jakarta', 'itu', 'akan', 'hadir', 'pelantikan', 'presiden', 'terpilih', 'prabowo', 'subianto', 'pada', 'pilpres', 'lalu', 'anies', 'baswedan', 'menjadi', 'salah', 'satu', 'rival', 'prabowo', 'subianto', 'meski', 'demikian', 'menurut', 'sahrin', 'jika', 'diundang']","['juru', 'bicara', 'anies', 'baswedan', 'sahrin', 'hamid', 'menanggapi', 'soal', 'mantan', 'gubernur', 'jakarta', 'hadir', 'pelantikan', 'presiden', 'terpilih', 'prabowo', 'subianto', 'pilpres', 'lalu', 'anies', 'baswedan', 'menjadi', 'salah', 'satu', 'rival', 'prabowo', 'subianto', 'meski', 'sahrin', 'diundang']","['juru', 'bicara', 'anies', 'baswedan', 'sahrin', 'hamid', 'tanggap', 'soal', 'mantan', 'gubernur', 'jakarta', 'hadir', 'lantik', 'presiden', 'pilih', 'prabowo', 'subianto', 'pilpres', 'lalu', 'anies', 'baswedan', 'jadi', 'salah', 'satu', 'rival', 'prabowo', 'subianto', 'meski', 'sahrin', 'undang']",juru bicara anies baswedan sahrin hamid tanggap soal mantan gubernur jakarta hadir lantik presiden pilih prabowo subianto pilpres lalu anies baswedan jadi salah satu rival prabowo subianto meski sahrin undang
1844351246460912060,Keren Qodari...berani 1 lawan 5 Dari dulu Pak Prabowo mau ketemu Mak Banteng jual mahal...sekarang Pak Prabowo akan menjadi Presiden RI 1 baru mau ketemu...nanti klo ketemu 1 piring nasi goreng mau minta byk jabatan https://t.co/diffDzopZB,keren qodari...berani 1 lawan 5 dari dulu pak prabowo mau ketemu mak banteng jual mahal...sekarang pak prabowo akan menjadi presiden ri 1 baru mau ketemu...nanti klo ketemu 1 piring nasi goreng mau minta byk jabatan https://t.co/diffdzopzb,keren qodariberani  lawan  dari dulu pak prabowo mau ketemu mak banteng jual mahalsekarang pak prabowo akan menjadi presiden ri  baru mau ketemunanti klo ketemu  piring nasi goreng mau minta byk jabatan,"['keren', 'qodariberani', 'lawan', 'dari', 'dulu', 'pak', 'prabowo', 'mau', 'ketemu', 'mak', 'banteng', 'jual', 'mahalsekarang', 'pak', 'prabowo', 'akan', 'menjadi', 'presiden', 'ri', 'baru', 'mau', 'ketemunanti', 'klo', 'ketemu', 'piring', 'nasi', 'goreng', 'mau', 'minta', 'byk', 'jabatan']","['keren', 'qodariberani', 'lawan', 'dulu', 'pak', 'prabowo', 'mau', 'ketemu', 'mak', 'banteng', 'jual', 'mahalsekarang', 'pak', 'prabowo', 'menjadi', 'presiden', 'ri', 'baru', 'mau', 'ketemunanti', 'klo', 'ketemu', 'piring', 'nasi', 'goreng', 'mau', 'minta', 'byk', 'jabatan']","['keren', 'qodariberani', 'lawan', 'dulu', 'pak', 'prabowo', 'mau', 'ketemu', 'mak', 'banteng', 'jual', 'mahalsekarang', 'pak', 'prabowo', 'jadi', 'presiden', 'ri', 'baru', 'mau', 'ketemunanti', 'klo', 'ketemu', 'piring', 'nasi', 'goreng', 'mau', 'minta', 'byk', 'jabat']",keren qodariberani lawan dulu pak prabowo mau ketemu mak banteng jual mahalsekarang pak prabowo jadi presiden ri baru mau ketemunanti klo ketemu piring nasi goreng mau minta byk jabat
1843925404459147462,Apa video prabowo dan gibran ini asli ges? https://t.co/o2Kg1xvjMO,apa video prabowo dan gibran ini asli ges? https://t.co/o2kg1xvjmo,apa video prabowo dan gibran ini asli ges,"['apa', 'video', 'prabowo', 'dan', 'gibran', 'ini', 'asli', 'ges']","['apa', 'video', 'prabowo', 'gibran', 'asli', 'ges']","['apa', 'video', 'prabowo', 'gibran', 'asli', 'ges']",apa video prabowo gibran asli ges
1844000719445332064,Selamat kepada Bapak @prabowo sebagai Presiden terpilih Indonesia yang akan dilantik pada 20 Oktober 2024. {sebuah utas singkat} https://t.co/NkwPexlXls,selamat kepada bapak @prabowo sebagai presiden terpilih indonesia yang akan dilantik pada 20 oktober 2024. {sebuah utas singkat} https://t.co/nkwpexlxls,selamat kepada bapak  sebagai presiden terpilih indonesia yang akan dilantik pada  oktober  sebuah utas singkat,"['selamat', 'kepada', 'bapak', 'sebagai', 'presiden', 'terpilih', 'indonesia', 'yang', 'akan', 'dilantik', 'pada', 'oktober', 'sebuah', 'utas', 'singkat']","['selamat', 'bapak', 'presiden', 'terpilih', 'indonesia', 'dilantik', 'oktober', 'sebuah', 'utas', 'singkat']","['selamat', 'bapak', 'presiden', 'pilih', 'indonesia', 'lantik', 'oktober', 'buah', 'utas', 'singkat']",selamat bapak presiden pilih indonesia lantik oktober buah utas singkat
